ID,EARNINGS,S,EXP,FEMALE,MALE,BYEAR,AGE,AGEMBTH,HHINC97,POVRAT97,HHBMBF,HHBMOF,HHOMBF,HHBMONLY,HHBFONLY,HHOTHER,MSA97NO,MSA97NCC,MSA97CC,MSA97NK,ETHBLACK,ETHHISP,ETHWHITE,EDUCPROF,EDUCPHD,EDUCMAST,EDUCBA,EDUCAA,EDUCHSD,EDUCGED,EDUCDO,PRMONM,PRMONF,PRMSTYUN,PRMSTYPE,PRMSTYAN,PRMSTYAE,PRFSTYUN,PRFSTYPE,PRFSTYAN,PRFSTYAE,SINGLE,MARRIED,COHABIT,OTHSING,FAITHN,FAITHP,FAITHC,FAITHJ,FAITHO,FAITHM,ASVABAR,ASVABWK,ASVABPC,ASVABMK,ASVABNO,ASVABCS,ASVABC,ASVABC4,VERBAL,ASVABMV,HEIGHT,WEIGHT04,WEIGHT11,SF,SM,SFR,SMR,SIBLINGS,REG97NE,REG97NC,REG97S,REG97W,RS97RURL,RS97URBN,RS97UNKN,JOBS,HOURS,TENURE,CATGOV,CATPRI,CATNPO,CATMIS,CATSE,COLLBARG,URBAN,REGNE,REGNC,REGW,REGS,MSA11NO,MSA11NCC,MSA11CC,MSA11NK,MSA11NIC
1090,49.02,13,7.5,0,1,1982,29,20,36000,225,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,9,,0,0,0,1,,,,,0,1,0,0,0,1,0,0,0,0,0.9360111,0.5244685,0.8405336,0.7864723,1.416221,0.0341242,0.8890432,0.863345,0.7275323,84379,70,180,175,12,13,,13,4,1,0,0,0,0,1,0,3,40,1.634615,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
5607,25.6,12,6.326923,0,1,1984,27,23,31500,198,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,13,12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,-0.7795934,-0.1301155,0.1097209,-0.31524,0.6633154,-0.117836,-0.4344917,-0.3127041,-0.011268,44283,73,180,185,12,12,12,12,2,0,0,1,0,1,0,0,11,40,0.5961539,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
3533,20,19,0,0,1,1981,30,28,,,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0.4230841,0.2581202,0.4199516,0.1561081,-1.086012,0.6433668,0.4183944,0.3511925,0.3612081,59470,72,190,190,9,12,9,12,1,0,0,1,0,0,1,0,5,10,0.6730769,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
2483,65,12,9.807693,0,1,1983,28,24,78000,490,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,9,5,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.6305825,0.5552549,0.1094629,1.486199,0.7245056,-0.7162691,0.5287601,0.7777207,0.3540867,75525,70,180,200,10,12,14,12,2,1,0,0,0,1,0,0,4,45,0.4423077,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1768,12.35,13,10.30769,0,1,1980,31,23,44000,348,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,,,0,1,0,0,,,,,1,0,0,0,0,1,0,0,0,0,-0.6252025,-0.004794,-0.4327081,-1.173151,-0.0903374,0.2607373,-0.4642581,-0.6262903,-0.2337019,21099,70,238,250,12,12,,12,3,0,1,0,0,0,1,0,4,40,2.403846,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1755,32.52,18,7.788462,0,1,1980,31,34,50501,400,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1.504887,1.748176,0.7282832,1.652099,3.414461,3.14943,1.507094,1.575783,1.320247,93563,72,205,225,14,16,14,16,0,0,0,1,0,0,1,0,2,55,7.25,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
392,21.31,15,5.788462,0,1,1980,31,23,,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1.516609,2.715724,1.190901,1.343601,1.453594,1.695733,1.906525,1.89294,2.082921,95143,67,170,180,14,18,14,18,1,0,0,0,1,0,1,0,4,37,4.461538,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
4014,10,12,12.01923,0,1,1980,31,30,32200,196,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.1601282,0.6975321,1.180892,-0.0006456,1.250154,0.0995964,0.603721,0.5696404,1.001328,74589,68,150,163,10,14,10,14,2,0,0,1,0,1,0,0,7,40,0.5769231,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
5288,8,8,9.884615,0,1,1984,27,19,18500,88,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,-2.44296,-1.458502,-1.491646,-1.664787,-2.268918,-0.553571,-2.153686,-1.975646,-1.573639,1668,68,158,145,11,8,11,8,2,0,1,0,0,1,0,0,6,50,4.480769,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
8878,15,19,7.576923,0,1,1980,31,28,,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,,,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.4755392,0.057812,0.485854,0.6619365,0.8040382,-0.5331233,0.4102894,0.4698066,0.2895326,56870,73,175,190,14,14,14,14,2,0,1,0,0,1,0,0,9,10,4,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1278,13.74,20,1.730769,0,1,1982,29,26,69750,372,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,10,7,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1.469866,0.5552024,1.231979,1.107692,1.946087,0.0391112,1.298443,1.22076,0.9526708,89933,69,174,160,13,12,13,12,2,0,1,0,0,0,1,0,7,70,0.3461539,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0
4296,38.46,18,6.865385,0,1,1983,28,29,58000,302,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,10,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1.798455,1.306528,1.838717,1.946296,1.212826,1.565573,1.852204,1.927405,1.676895,99676,73,215,226,16,16,16,16,2,0,0,1,0,0,1,0,3,40,5.865385,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
138,12,14,0.8269231,0,1,1984,27,30,,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,11,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.5832804,0.2899142,0.0719109,0.0324831,-0.3495959,0.2642892,0.4195336,0.2729307,0.1925609,60424,80,162,185,18,16,18,16,2,1,0,0,0,0,1,0,5,35,0.4230769,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
113,14.8,17,2.442308,0,1,1984,27,21,66600,361,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,9,,1,0,0,0,,,,,1,0,0,0,0,0,1,0,0,0,0.7164777,0.7486458,1.210661,0.2243668,2.229503,1.278822,0.9317004,0.8109232,1.044461,76838,74,161,190,12,15,,15,5,1,0,0,0,0,1,0,6,35,0.7307692,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2715,11.65,12,10,0,1,1981,30,20,19800,157,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,-1.103889,-2.273441,-1.209217,-1.649295,-1.79294,-0.6083583,-1.564096,-1.74561,-1.857614,6446,75,170,170,10,9,,9,5,0,1,0,0,0,1,0,11,31,6.211538,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
2676,9.75,13,6,0,1,1984,27,28,,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,7,4,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.2284431,0.9615064,0.3521501,0.6388782,0.4668001,0.4500532,0.4860749,0.6096761,0.7001508,79314,71,140,155,12,12,12,12,1,0,1,0,0,1,0,0,8,24,0.3269231,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1820,15.5,16,8.403846,0,1,1981,30,23,33000,261,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,1.218005,1.061754,0.4054948,1.485513,0.6480047,0.6443019,1.072115,1.166481,0.7820582,81111,72,230,230,19,16,,16,2,0,1,0,0,0,1,0,9,36,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
1823,7.25,11,4.942307,0,1,1984,27,17,65328,517,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,9,,1,0,0,0,,,,,1,0,0,0,0,0,1,0,0,0,0.4266406,1.166399,-0.2038802,-0.2558726,0.3268324,1.05441,0.4985109,0.3164998,0.5128971,51823,74,250,226,16,12,,12,0,0,1,0,0,0,1,0,,23,2.461539,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
4337,22,11,8.442307,0,1,1984,27,26,107500,497,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,,9,,,,,0,0,1,0,1,0,0,0,0,1,0,0,0,0,-2.308697,-2.009435,-1.145796,-1.494106,0.1400439,-1.065357,-2.136253,-1.947702,-1.683004,3667,74,200,215,12,19,12,19,2,0,0,1,0,0,1,0,4,80,1.346154,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2915,12.5,13,10.05769,0,1,1980,31,35,,,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,,,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.6407037,0.3218957,-0.0334783,0.1859375,-0.2345915,-0.0970766,0.4309205,0.311399,0.1534143,56898,75,300,340,18,16,18,16,3,0,1,0,0,0,1,0,7,40,1.153846,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
564,28.52,14,6.807693,0,1,1983,28,26,46200,366,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,8,5,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.7840256,1.085699,0.1917554,1.027163,1.20244,1.312797,0.7814594,0.8636688,0.680845,81035,73,145,165,12,13,12,13,1,0,0,0,1,0,1,0,7,40,5.442307,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0
4743,38,12,9.75,0,1,1982,29,26,72889,458,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,7,6,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,-0.5962896,-0.2495699,-0.3727247,-0.3181845,0.8637694,-0.7042565,-0.4991467,-0.4306642,-0.3322476,30552,72,217,230,14,12,14,12,3,0,0,0,1,0,1,0,2,40,6.903846,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
2752,8,8,10.30769,0,1,1981,30,24,20600,129,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,-0.0052781,-0.1960582,-0.818884,-0.8934219,-1.467008,-1.339882,-0.2822376,-0.5361251,-0.5416375,28709,70,155,160,12,14,,14,4,0,1,0,0,0,1,0,14,32,0.7884616,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
3425,17.5,12,6.942307,0,1,1983,28,18,3500,22,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,-0.6033565,0.1409167,0.1439368,-0.5874172,-0.5111341,0.2658489,-0.2537591,-0.2541333,0.1515138,35128,74,187,180,12,12,12,,2,0,0,1,0,0,1,0,6,40,0.8461539,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2164,7.5,15,2.788461,0,1,1982,29,33,246474,1627,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,10,9,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.7047808,0.3594162,1.020687,1.327139,0.8865203,-0.3118456,0.7661152,0.9541607,0.7355856,82791,70,175,160,16,16,16,16,4,1,0,0,0,0,1,0,8,30,1.096154,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
5604,25.6,12,4.75,0,1,1983,28,20,40000,251,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,13,11,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,-0.4403231,-0.6945896,-0.4832654,-0.957403,0.0637392,0.7470898,-0.5660921,-0.721356,-0.6285151,22774,70,180,190,12,12,12,12,2,0,0,1,0,1,0,0,2,40,0.6346154,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
4870,12.94,16,8.711538,0,1,1980,31,26,35025,220,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1.716937,0.6986703,1.087479,1.285294,1.773261,1.292413,1.433943,1.339308,0.9521204,93080,62,122,225,12,12,12,12,1,1,0,0,0,1,0,0,7,40,4.903846,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2279,27,12,10.73077,0,1,1983,28,24,18500,171,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,5,,1,0,0,0,,,,,0,0,0,1,0,0,1,0,0,0,0.5410739,-0.2256133,0.6098902,-0.3329857,-0.3091784,-0.8029175,0.4025076,0.1651332,0.204534,52083,71,155,165,12,13,,,3,1,0,0,0,0,1,0,3,40,5.153846,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
212,18.14,10,13.65385,0,1,1980,31,27,17900,113,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.5810314,-0.8220876,-0.797464,0.4944357,-0.287677,-0.0833625,-0.1261566,-0.1528805,-0.8640618,42507,65,155,180,8,12,8,12,1,1,0,0,0,0,1,0,2,50,10.23077,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2886,35.98,17,4.788462,0,1,1984,27,25,55040,509,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,11,,0,1,0,0,,,,,0,0,0,1,0,0,1,0,0,0,0.3840175,0.148766,-0.0693208,0.5275644,0.5310962,-0.1998091,0.2324304,0.2766911,0.0419742,48068,73,176,192,14,20,,20,0,0,1,0,0,0,1,0,5,36,1.134615,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0
6385,18.5,17,2.596154,0,1,1984,27,28,46750,294,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8,7,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,-1.211152,0.211372,0.4811492,0.0271824,0.2753955,-0.4731564,-0.4757651,-0.1381513,0.3689136,56285,71,210,192,17,12,17,12,1,0,0,0,1,0,1,0,7,40,1.519231,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1905,9.62,15,8.788462,0,1,1981,30,32,60700,481,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0.3389035,0.5905014,0.6901824,0.5335148,1.052246,1.263619,0.5377203,0.6018757,0.6825672,71440,75,225,230,18,15,18,15,2,0,1,0,0,0,1,0,8,40,6.961538,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2088,41.15,15,9.173077,0,1,1980,31,32,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,1,0,0,0,,,,,1,0,0,0,0,1,0,0,0,0,0.4361129,1.079998,0.4435957,0.7372057,1.003851,0.435904,0.6578921,0.7540506,0.8121057,76341,73,182,176,12,13,,13,2,1,0,0,0,0,1,0,9,50,2.230769,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4839,20,16,5.634615,0,1,1984,27,32,88000,470,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,6,6,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,-0.5238547,0.7042524,0.8670343,0.2487499,-0.8219252,-0.5675969,0.1434264,0.3620829,0.8375391,54946,68,175,170,12,12,12,12,2,1,0,0,0,1,0,0,4,60,4.096154,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0
1711,5.88,12,6.230769,0,1,1980,31,18,,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.3647192,0.3708423,0.797231,0.2569663,1.74441,1.095117,0.5209641,0.5002009,0.6225146,66296,71,165,160,12,12,13,12,4,0,0,1,0,0,1,0,11,51,0.9038461,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2668,11,13,7.826923,0,1,1980,31,32,53400,285,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.7366057,0.6417558,0.0287971,0.375701,1.083149,-0.3648136,0.5886309,0.4982704,0.3571984,71591,74,200,235,16,12,16,12,2,0,1,0,0,1,0,0,6,12,0.5576923,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
